"Manufacturing, industrial, and energy facility metadata"

version:,2025_Q4.20260109.0
created:,Fri Jan  9 12:47:14 2026 (PST)
unique_id,Segment,Company,Technology,Subcategory,Decarb_Sector,Project_Type,Current_Facility_Status,Estimated_Total_Facility_CAPEX,Announcement_Date,State,Address,CD119_2024,CD119_2024_Name,US Senator 1: Name,US Senator 1: Party,US Senator 2: Name,US Senator 2: Party,US Representative Name,US Representative Party,county_2020_fips_code,county_2020_geoid,census_tract_2020_id,census_tract_2020_geoid,census_tract_2020_name,county_2010_fips_code,county_2010_geoid,census_tract_2010_id,census_tract_2010_geoid,census_tract_2010_name,census_2022_zip5,Latitude,Longitude,LatLon_Valid
M.S.MicroLinks_IL_0,Manufacturing,MicroLinks Devices,Solar,Cells,Clean Tech Manufacturing,Expansion,Operating,4.847929,2023-08-24,IL,"6457 W Howard St, Niles, IL 60714",1709.0,IL-09,Tammy Duckworth,Democratic,Dick Durbin,Democratic,Jan Schakowsky,Democratic,31.0,17031.0,808100.0,17031808100.0,Census Tract 8081,31.0,17031.0,808100.0,17031808100.0,Census Tract 8081,60714.0,42.01886,-87.78691,True
M.S.Alpha_TX_0,Manufacturing,Alpha Steel,Solar,Torque Tubes,Clean Tech Manufacturing,New,Under Construction,,2023-02-09,TX,"5000 I-10 Warehouse#6, Sealy, TX 77474",4810.0,TX-10,John Cornyn,Republican,Ted Cruz,Republican,Michael McCaul,Republican,15.0,48015.0,760302.0,48015760302.0,Census Tract 7603.02,15.0,48015.0,760300.0,48015760300.0,Census Tract 7603,77474.0,29.76253,-96.21971,True
M.S.Naked_TX_0,Manufacturing,Naked Energy,Solar,Modules,Clean Tech Manufacturing,New,Operating,1.511989,2024-04-08,TX,"4300 Live Oak Dr, The Colony, TX 75056",4826.0,TX-26,John Cornyn,Republican,Ted Cruz,Republican,Brandon Gill,Republican,121.0,48121.0,21518.0,48121021518.0,Census Tract 215.18,121.0,48121.0,21518.0,48121021518.0,Census Tract 215.18,75056.0,33.068245,-96.894151,True
M.S.Boviet_NC_0,Manufacturing,Boviet Solar,Solar,"Modules, Cells",Clean Tech Manufacturing,New,Operating,121.967078,2024-04-26,NC,"1125 Sugg Pkwy, Greenville, NC 27834",3703.0,NC-03,Ted Budd,Republican,Thom Tillis,Republican,Gregory Murphy,Republican,147.0,37147.0,901.0,37147000901.0,Census Tract 9.01,147.0,37147.0,900.0,37147000900.0,Census Tract 9,27834.0,35.654829,-77.3469,True
M.S.Boviet_NC_1,Manufacturing,Boviet Solar,Solar,"Modules, Cells",Clean Tech Manufacturing,New,Under Construction,174.382682,2024-04-26,NC,"1125 Sugg Pkwy, Greenville, NC 27834",3703.0,NC-03,Ted Budd,Republican,Thom Tillis,Republican,Gregory Murphy,Republican,147.0,37147.0,901.0,37147000901.0,Census Tract 9.01,147.0,37147.0,900.0,37147000900.0,Census Tract 9,27834.0,35.654829,-77.3469,True
M.S.ReCreate_TN_0,Manufacturing,ReCreate,Solar,"Cells, Modules",Clean Tech Manufacturing,New,Announced,461.842891,2024-06-14,TN,102 Western Drive Portland TN 37148,4706.0,TN-06,Marsha Blackburn,Republican,Bill Hagerty,Republican,John Rose,Republican,165.0,47165.0,20300.0,47165020300.0,Census Tract 203,165.0,47165.0,20300.0,47165020300.0,Census Tract 203,37148.0,36.60231,-86.52187,True
M.S.Unimacts_NV2_0,Manufacturing,Unimacts,Solar,Torque Tubes,Clean Tech Manufacturing,New,Operating,8.093678,2024-06-18,NV,"14600 Arville St, Sloan, NV 89054",3203.0,NV-03,Catherine Cortez Masto,Democratic,Jacky Rosen,Democratic,Susie Lee,Democratic,3.0,32003.0,5839.0,32003005839.0,Census Tract 58.39,3.0,32003.0,5839.0,32003005839.0,Census Tract 58.39,89179.0,35.92866,-115.19721,True
M.S.EnduransSolar_NH_0,Manufacturing,Endurans Solar,Solar,Backsheets,Clean Tech Manufacturing,Expansion,Operating,,2022-09-27,NH,"3 Spit Brook Rd, Nashua, NH 03060",3302.0,NH-02,Maggie Hassan,Democratic,Jeanne Shaheen,Democratic,Maggie Goodlander,Democratic,11.0,33011.0,11102.0,33011011102.0,Census Tract 111.02,11.0,33011.0,11102.0,33011011102.0,Census Tract 111.02,3060.0,42.70959,-71.43937,True
M.S.MSS_TN_0,Manufacturing,MSS Steel Tubes,Solar,Torque Tubes,Clean Tech Manufacturing,New,Operating,6.120983,2023-02-08,TN,"4129 Outland Rd, Memphis, TN 38118",4709.0,TN-09,Marsha Blackburn,Republican,Bill Hagerty,Republican,Steve Cohen,Democratic,157.0,47157.0,22600.0,47157022600.0,Census Tract 226,157.0,47157.0,22600.0,47157022600.0,Census Tract 226,38118.0,35.0356,-89.90194,True
M.S.PolarRacking_MI_0,Manufacturing,Polar Racking,Solar,Trackers,Clean Tech Manufacturing,New,Operating,,2023-05-19,MI,MI,,,,,,,,,,,,,,,,,,,,43.79458,-84.63191,False
M.S.PolarRacking_FL_0,Manufacturing,Polar Racking,Solar,Trackers,Clean Tech Manufacturing,New,Operating,,2023-05-19,FL,FL,,,,,,,,,,,,,,,,,,,,27.78629,-81.62635,False
M.S.IRH_IN_0,Manufacturing,IRH Manufacturing,Solar,Cells,Clean Tech Manufacturing,New,Announced,501.219281,2024-09-20,IN,"5880 W Old State Rd 28, Tipton, IN 46072",1805.0,IN-05,Jim Banks,Republican,Todd C. Young,Republican,Victoria Spartz,Republican,159.0,18159.0,20300.0,18159020300.0,Census Tract 203,159.0,18159.0,20300.0,18159020300.0,Census Tract 203,46072.0,40.275481,-86.123036,True
M.S.SolarEdge_TX_0,Manufacturing,Solar Edge,Solar,Residential inverters,Clean Tech Manufacturing,New,Operating,,2023-09-13,TX,"Austin, TX",,,,,,,,,,,,,,,,,,,,30.266746,-97.741338,False
M.S.NanoPV_GA2_0,Manufacturing,NanoPV,Solar,"Cells, Modules",Clean Tech Manufacturing,New,Announced,135.329206,2024-07-15,GA,"301 Martin Marietta St, Andersonville, GA 31711",1302.0,GA-02,Jon Ossoff,Democratic,Raphael Warnock,Democratic,Sanford Bishop Jr.,Democratic,261.0,13261.0,950300.0,13261950300.0,Census Tract 9503,261.0,13261.0,950300.0,13261950300.0,Census Tract 9503,31711.0,32.119843,-84.204339,True
M.S.Zekelman_AL_1,Manufacturing,Zekelman (Atlas Tube),Solar,Torque Tubes,Clean Tech Manufacturing,Expansion,Under Construction,2.305609,2024-07-22,AL,"171 Cleage Dr, Birmingham, AL 35217",107.0,AL-07,Katie Britt,Republican,Tommy Tuberville,Republican,Terri Sewell,Democratic,73.0,1073.0,11901.0,1073011901.0,Census Tract 119.01,73.0,1073.0,11901.0,1073011901.0,Census Tract 119.01,35217.0,33.62822,-86.739307,True
M.S.Zekelman_AL2_1,Manufacturing,Zekelman (Wheatland Tube),Solar,Torque Tubes,Clean Tech Manufacturing,Expansion,Under Construction,3.90951,2024-07-22,AL,"3900 Pinson Valley Pkwy
Birmingham, AL
35217",107.0,AL-07,Katie Britt,Republican,Tommy Tuberville,Republican,Terri Sewell,Democratic,73.0,1073.0,11901.0,1073011901.0,Census Tract 119.01,73.0,1073.0,11901.0,1073011901.0,Census Tract 119.01,35217.0,33.633865,-86.72951,True
M.S.Heliene_MN2_0,Manufacturing,"Heliene, Premier",Solar,Cells,Clean Tech Manufacturing,New,Announced,295.331106,2024-07-26,MN,Minneapolis,,,,,,,,,,,,,,,,,,,,44.976254,-93.267661,False
M.S.EbonSolar_NM_0,Manufacturing,Ebon Solar,Solar,Cells,Clean Tech Manufacturing,New,Announced,209.843806,2024-08-13,NM,"Mesa del Sol, Albuquerque, NM",3501.0,NM-01,Martin Heinrich,Democratic,Ben Ray Luján,Democratic,Melanie Ann Stansbury,Democratic,1.0,35001.0,4001.0,35001004001.0,Census Tract 40.01,1.0,35001.0,4001.0,35001004001.0,Census Tract 40.01,87106.0,34.98814,-106.616718,True
M.S.EbonSolar_NM_1,Manufacturing,Ebon Solar,Solar,Cells,Clean Tech Manufacturing,Expansion,Announced,734.45332,2024-08-13,NM,"Mesa del Sol, Albuquerque, NM",3501.0,NM-01,Martin Heinrich,Democratic,Ben Ray Luján,Democratic,Melanie Ann Stansbury,Democratic,1.0,35001.0,4001.0,35001004001.0,Census Tract 40.01,1.0,35001.0,4001.0,35001004001.0,Census Tract 40.01,87106.0,34.98814,-106.616718,True
M.S.Solarix_VA_0,Manufacturing,Solarix,Solar,Modules,Clean Tech Manufacturing,New,Announced,63.153629,2024-08-05,VA,2150 Perrowville Rd Forest VA 24551,5105.0,VA-05,Tim Kaine,Democratic,Mark Warner,Democratic,John McGuire,Republican,19.0,51019.0,30204.0,51019030204.0,Census Tract 302.04,19.0,51019.0,30201.0,51019030201.0,Census Tract 302.01,24551.0,37.377379,-79.316087,True
M.S.Ice_LA_0,Manufacturing,Ice Industries,Solar,Mounting Equpment (Steel back rails),Clean Tech Manufacturing,New,Operating,6.014631,2024-08-28,LA,"21095 South Frontage Road, Lacassine, LA 70591",2203.0,LA-03,Bill Cassidy,Republican,John Neely Kennedy,Republican,Clay Higgins,Republican,53.0,22053.0,200.0,22053000200.0,Census Tract 2,53.0,22053.0,200.0,22053000200.0,Census Tract 2,70647.0,30.241495,-92.951238,True
M.S.TMEIC_TX_1,Manufacturing,TMEIC,Solar,Utility Inverters,Clean Tech Manufacturing,New,Operating,10.024386,2024-08-26,TX,"4006 Westport Dr, Brookshire, TX 77423",4810.0,TX-10,John Cornyn,Republican,Ted Cruz,Republican,Michael McCaul,Republican,473.0,48473.0,680100.0,48473680100.0,Census Tract 6801,473.0,48473.0,680100.0,48473680100.0,Census Tract 6801,77423.0,29.766426,-95.908676,True
M.S.PMEA_OH_0,Manufacturing,PMEA,Solar,"Torque Tubes, Mounting Equipment",Clean Tech Manufacturing,New,Under Construction,5.103944,2023-05-08,OH,5225 TELEGRAPH ROAD TOLEDO OH 43612,3909.0,OH-09,Jon Husted,Republican,Bernie Moreno,Republican,Marcy Kaptur,Democratic,95.0,39095.0,5705.0,39095005705.0,Census Tract 57.05,95.0,39095.0,5702.0,39095005702.0,Census Tract 57.02,43612.0,41.71139,-83.549714,True
M.S.Hemlock_MI2_0,Manufacturing,Hemlock Semiconductor,Solar,Polysilicon,Clean Tech Manufacturing,New,Announced,411.9401,2024-10-24,MI,"12334 Geddes Rd, Hemlock, MI 48626",2608.0,MI-08,Gary Peters,Democratic,Elissa Slotkin,Democratic,Kristen McDonald Rivet,Democratic,145.0,26145.0,12002.0,26145012002.0,Census Tract 120.02,145.0,26145.0,12002.0,26145012002.0,Census Tract 120.02,48626.0,43.433769,-84.161896,True
M.S.Toyo_TX_0,Manufacturing,Toyo Solar,Solar,Modules,Clean Tech Manufacturing,New,Operating,230.921446,2024-11-24,TX,"6115 Greens Rd, Humble, TX 77396",4818.0,TX-18,John Cornyn,Republican,Ted Cruz,Republican,Vacant,,201.0,48201.0,241501.0,48201241501.0,Census Tract 2415.01,201.0,48201.0,241500.0,48201241500.0,Census Tract 2415,77396.0,29.952679,-95.298319,True
M.S.Maxeon_NM2_0,Manufacturing,Maxeon Solar,Solar,Modules,Clean Tech Manufacturing,New,Announced,184.737156,2024-11-27,NM,"8500 Bluewater Rd NW, Albuquerque, NM 87121",3502.0,NM-02,Martin Heinrich,Democratic,Ben Ray Luján,Democratic,Gabriel Vasquez,Democratic,1.0,35001.0,4759.0,35001004759.0,Census Tract 47.59,1.0,35001.0,4741.0,35001004741.0,Census Tract 47.41,87121.0,35.081493,-106.726164,True
M.S.SolarEdge_FL_0,Manufacturing,"Solar Edge, Jabil",Solar,"Power optimizers, commercial inverters, residential inverters",Clean Tech Manufacturing,New,Operating,,2024-06-11,FL,"7340 Bryan Dairy Rd., Seminole, FL 33777",1213.0,FL-13,Ashley B. Moody,Republican,Rick Scott,Republican,Anna Paulina Luna,Republican,103.0,12103.0,25009.0,12103025009.0,Census Tract 250.09,103.0,12103.0,25009.0,12103025009.0,Census Tract 250.09,33777.0,27.869271,-82.740216,True
M.S.Runergy_AL_0,Manufacturing,Runergy,Solar,Modules,Clean Tech Manufacturing,New,Operating,184.737156,2024-10-04,AL,"4905 Moores Mill Rd, Huntsville, AL 35811",105.0,AL-05,Katie Britt,Republican,Tommy Tuberville,Republican,Dale Strong,Republican,89.0,1089.0,203.0,1089000203.0,Census Tract 2.03,89.0,1089.0,201.0,1089000201.0,Census Tract 2.01,35811.0,34.7791,-86.539395,True
M.S.ESFoundry_SC_0,Manufacturing,ES Foundry,Solar,Cells,Clean Tech Manufacturing,New,Operating,760.288407,2024-10-01,SC,"211 Puckett Ferry Road Greenwood, SC, 29649",4503.0,SC-03,Lindsey Graham,Republican,Tim Scott,Republican,Sheri Biggs,Republican,47.0,45047.0,970301.0,45047970301.0,Census Tract 9703.01,47.0,45047.0,970301.0,45047970301.0,Census Tract 9703.01,29646.0,34.195507,-82.158052,True
M.S.T1Energy_TX2_0,Manufacturing,T1 Energy,Solar,Cells,Clean Tech Manufacturing,New,Under Construction,412.119063,2025-03-17,TX,"Milam County, TX",4817.0,TX-17,John Cornyn,Republican,Ted Cruz,Republican,Pete Sessions,Republican,331.0,48331.0,950700.0,48331950700.0,Census Tract 9507,331.0,48331.0,950700.0,48331950700.0,Census Tract 9507,76567.0,30.655335,-97.001416,True
M.S.GEVernova_PA_0,Manufacturing,GE Vernova,Solar,Utility Inverters,Clean Tech Manufacturing,New,Announced,9.990765,2025-01-25,PA,"Findlay Township, PA",4217.0,PA-17,John Fetterman,Democratic,David McCormick,Republican,Chris Deluzio,Democratic,3.0,42003.0,452000.0,42003452000.0,Census Tract 4520,3.0,42003.0,452000.0,42003452000.0,Census Tract 4520,15126.0,40.474695,-80.288126,True
M.S.Talon_TX_0,Manufacturing,TalonPV,Solar,Cells,Clean Tech Manufacturing,New,Under Construction,1417.589307,2025-02-25,TX,"Houston, TX",,,,,,,,,,,,,,,,,,,,29.764184,-95.365112,False
M.S.Origami_AR_0,Manufacturing,"Origami Solar, Priefert",Solar,Mounting Equpment (Frames),Clean Tech Manufacturing,New,Operating,,2024-06-20,AR,"1325 River St., Benton, AR 72015",502.0,AR-02,John Boozman,Republican,Tom Cotton,Republican,French Hill,Republican,125.0,5125.0,10601.0,5125010601.0,Census Tract 106.01,125.0,5125.0,10600.0,5125010600.0,Census Tract 106,72015.0,34.551577,-92.601027,True
M.S.MissionSolar_TX2_0,Manufacturing,Mission Solar,Solar,Cells,Clean Tech Manufacturing,New,Under Construction,264.755277,2025-03-20,TX,"8303 S New Braunfels Ave, San Antonio, TX 78235",4828.0,TX-28,John Cornyn,Republican,Ted Cruz,Republican,Henry Cuellar,Democratic,29.0,48029.0,192200.0,48029192200.0,Census Tract 1922,29.0,48029.0,192200.0,48029192200.0,Census Tract 1922,78235.0,29.338014,-98.43911,True
M.S.APASolar_OH_0,Manufacturing,APA Solar,Solar,Mounting Equipment (Racking),Clean Tech Manufacturing,New,Announced,9.749976,2025-04-01,OH,Williams County,,,,,,,,,,,,,,,,,,,,41.563235,-84.577383,False
M.S.Opsun_NC_0,Manufacturing,Opsun,Solar,Mounting Equipment (Racking),Clean Tech Manufacturing,New,Operating,9.299977,2025-04-17,NC,High Point,,,,,,,,,,,,,,,,,,,,35.955109,-80.004215,False
M.S.Corning_MI_1,Manufacturing,Corning,Solar,"Ingots, Wafers",Clean Tech Manufacturing,Expansion,Operating,599.998514,2025-04-29,MI,"Richland Township, MI",2608.0,MI-08,Gary Peters,Democratic,Elissa Slotkin,Democratic,Kristen McDonald Rivet,Democratic,145.0,26145.0,12100.0,26145012100.0,Census Tract 121,145.0,26145.0,12100.0,26145012100.0,Census Tract 121,48626.0,43.412826,-84.220684,True
M.S.Tigo_TX_0,Manufacturing,"Tigo, EG4",Solar,Inverters,Clean Tech Manufacturing,New,Announced,,2025-08-25,TX,"Commerce, Texas",,,,,,,,,,,,,,,,,,,,33.249135,-95.908907,False
M.S.SMASolar_TN_0,Manufacturing,SMA Solar,Solar,Utility Inverters,Clean Tech Manufacturing,New,Announced,,2025-08-08,TN,"Portland, Tennessee",,,,,,,,,,,,,,,,,,,,36.581008,-86.516431,False
M.S.Parasol_CA_0,Manufacturing,Parasol Elite Power,Solar,Inverters,Clean Tech Manufacturing,New,Announced,49.364494,2025-08-19,CA,"Merced County, CA",,,,,,,,,,,,,,,,,,,,37.218137,-120.701212,False
M.S.MSS_TN_1,Manufacturing,MSS Steel Tubes,Solar,Torque Tubes,Clean Tech Manufacturing,Expansion,Announced,,2025-12-03,TN,"4129 Outland Rd, Memphis, TN 38118",4709.0,TN-09,Marsha Blackburn,Republican,Bill Hagerty,Republican,Steve Cohen,Democratic,157.0,47157.0,22600.0,47157022600.0,Census Tract 226,157.0,47157.0,22600.0,47157022600.0,Census Tract 226,38118.0,35.0356,-89.90194,True
M.S.FirstSolar_SC_0,Manufacturing,First Solar,Solar,Integrated CdTE,Clean Tech Manufacturing,New,Announced,292.423113,2025-11-17,SC,"121 Logistics Drive, Gaffney, SC 29341",4505.0,SC-05,Lindsey Graham,Republican,Tim Scott,Republican,Ralph Norman,Republican,21.0,45021.0,970201.0,45021970201.0,Census Tract 9702.01,21.0,45021.0,970201.0,45021970201.0,Census Tract 9702.01,29341.0,35.100098,-81.707925,True
M.S.OhioSunshine_OH_0,Manufacturing,Ohio Sunshine,Solar,Modules,Clean Tech Manufacturing,New,Announced,184.737156,2025-12-17,OH,"Papermill Road, Coshocton",3912.0,OH-12,Jon Husted,Republican,Bernie Moreno,Republican,Troy Balderson,Republican,31.0,39031.0,961200.0,39031961200.0,Census Tract 9612,31.0,39031.0,961200.0,39031961200.0,Census Tract 9612,43812.0,40.236379,-81.864179,True
M.Z.Archer_GA_0,Manufacturing,Archer,Zero Emission Vehicles,BEVs,Clean Tech Manufacturing,New,Operating,121.81131,2022-11-14,GA,"14100 GA-142, Covington, GA 30014",1313.0,GA-13,Jon Ossoff,Democratic,Raphael Warnock,Democratic,David Scott,Democratic,217.0,13217.0,100101.0,13217100101.0,Census Tract 1001.01,217.0,13217.0,100100.0,13217100100.0,Census Tract 1001,30014.0,33.629712,-83.836316,True
M.Z.Arrival_NC_0,Manufacturing,Arrival,Zero Emission Vehicles,BEVs,Clean Tech Manufacturing,New,Canceled prior to operation,46.382054,2021-03-17,NC,"4100 Meadow Oak Dr, Charlotte, NC 28208",3712.0,NC-12,Ted Budd,Republican,Thom Tillis,Republican,Alma Adams,Democratic,119.0,37119.0,3903.0,37119003903.0,Census Tract 39.03,119.0,37119.0,3903.0,37119003903.0,Census Tract 39.03,28208.0,35.192577,-80.921971,True
M.Z.Arrival_SC_0,Manufacturing,Arrival,Zero Emission Vehicles,BEVs,Clean Tech Manufacturing,New,Operating,51.754373,2020-10-13,SC,"Rock Hill, York County, SC",4505.0,SC-05,Lindsey Graham,Republican,Tim Scott,Republican,Ralph Norman,Republican,91.0,45091.0,61205.0,45091061205.0,Census Tract 612.05,91.0,45091.0,61201.0,45091061201.0,Census Tract 612.01,29730.0,34.91543,-80.96167,True
M.Z.BMW_SC_0,Manufacturing,BMW,Zero Emission Vehicles,PHEVs,Clean Tech Manufacturing,Expansion,Under Construction,1032.299238,2022-10-19,SC,"1400 SC-101, Greer, SC 29651",4504.0,SC-04,Lindsey Graham,Republican,Tim Scott,Republican,William Timmons,Republican,83.0,45083.0,23202.0,45083023202.0,Census Tract 232.02,83.0,45083.0,23202.0,45083023202.0,Census Tract 232.02,29651.0,34.894624,-82.17843,True
M.Z.BMW_SC_1,Manufacturing,BMW,Zero Emission Vehicles,PHEVs,Clean Tech Manufacturing,Expansion,Operating,7.386807,2022-03-03,SC,"1400 SC-101, Greer, SC 29651",4504.0,SC-04,Lindsey Graham,Republican,Tim Scott,Republican,William Timmons,Republican,83.0,45083.0,23202.0,45083023202.0,Census Tract 232.02,83.0,45083.0,23202.0,45083023202.0,Census Tract 232.02,29651.0,34.894624,-82.17843,True
M.Z.BMW_SC_2,Manufacturing,BMW,Zero Emission Vehicles,PHEVs,Clean Tech Manufacturing,Expansion,Operating,23.622508,2017-06-26,SC,"1400 SC-101, Greer, SC 29651",4504.0,SC-04,Lindsey Graham,Republican,Tim Scott,Republican,William Timmons,Republican,83.0,45083.0,23202.0,45083023202.0,Census Tract 232.02,83.0,45083.0,23202.0,45083023202.0,Census Tract 232.02,29651.0,34.894624,-82.17843,True
M.Z.Bollinger_MI_0,Manufacturing,Bollinger Motors,Zero Emission Vehicles,BEVs,Clean Tech Manufacturing,Expansion,Retired,22.453567,2023-07-25,MI,"14925 W Eleven Mile Rd, Oak Park, MI 48237",2611.0,MI-11,Gary Peters,Democratic,Elissa Slotkin,Democratic,Haley Stevens,Democratic,125.0,26125.0,171000.0,26125171000.0,Census Tract 1710,125.0,26125.0,171000.0,26125171000.0,Census Tract 1710,48237.0,42.48803,-83.19654,True
M.Z.BYD_CA_0,Manufacturing,BYD,Zero Emission Vehicles,BEVs,Clean Tech Manufacturing,Expansion,Operating,5.717447,2018-09-18,CA,"46147 7th St W, Lancaster, CA 93534",627.0,CA-27,Alex Padilla,Democratic,Adam Schiff,Democratic,George Whitesides,Democratic,37.0,6037.0,900901.0,6037900901.0,Census Tract 9009.01,37.0,6037.0,900900.0,6037900900.0,Census Tract 9009,93534.0,34.721722,-118.145356,True
M.Z.Canoo_OK_0,Manufacturing,Canoo,Zero Emission Vehicles,EVs,Clean Tech Manufacturing,New,Canceled prior to operation,179.934222,2021-06-17,OK,"4075 Sanders Mitchell St, Pryor Creek, OK 74361",4002.0,OK-02,James Lankford,Republican,Markwayne Mullin,Republican,Josh Brecheen,Republican,97.0,40097.0,40400.0,40097040400.0,Census Tract 404,97.0,40097.0,40400.0,40097040400.0,Census Tract 404,74361.0,36.247135,-95.28827,True
M.Z.Cargotec_KS_0,Manufacturing,Cargotec,Zero Emission Vehicles,BEVs,Clean Tech Manufacturing,Expansion,Operating,22.195617,2022-06-08,KS,"415 E Dundee St, Ottawa, KS 66067",2003.0,KS-03,Roger Marshall,Republican,Jerry Moran,Republican,Sharice Davids,Democratic,59.0,20059.0,954200.0,20059954200.0,Census Tract 9542,59.0,20059.0,954200.0,20059954200.0,Census Tract 9542,66067.0,38.633467,-95.263973,True
M.Z.Cenntro_FL_0,Manufacturing,Cenntro Automotive,Zero Emission Vehicles,BEVs,Clean Tech Manufacturing,New,Operating,27.386442,2021-12-14,FL,"2240 Lane Ave N, Jacksonville, FL 32254",1204.0,FL-04,Ashley B. Moody,Republican,Rick Scott,Republican,Aaron Bean,Republican,31.0,12031.0,11700.0,12031011700.0,Census Tract 117,31.0,12031.0,11700.0,12031011700.0,Census Tract 117,32254.0,30.35101,-81.75226,True
M.Z.Envirotech_AR_0,Manufacturing,Envirotech Vehicles,Zero Emission Vehicles,EVs,Clean Tech Manufacturing,New,Operating,86.277901,2022-02-24,AR,"1425 Ohlendorf Rd, Osceola, AR 72370",501.0,AR-01,John Boozman,Republican,Tom Cotton,Republican,Rick Crawford,Republican,93.0,5093.0,11000.0,5093011000.0,Census Tract 110,93.0,5093.0,11000.0,5093011000.0,Census Tract 110,72370.0,35.68761,-89.97158,True
M.Z.FCA_MI_0,Manufacturing,Fiat Chrysler Automobiles,Zero Emission Vehicles,PHEVs,Clean Tech Manufacturing,Expansion,Operating,181.927046,2019-02-26,MI,"4000 St. Jean Avenue, Detroit, Michigan",2613.0,MI-13,Gary Peters,Democratic,Elissa Slotkin,Democratic,Shri Thanedar,Democratic,163.0,26163.0,985200.0,26163985200.0,Census Tract 9852,163.0,26163.0,985200.0,26163985200.0,Census Tract 9852,48214.0,42.380852,-82.979527,True
M.Z.FCA_MI2_0,Manufacturing,Fiat Chrysler Automobiles,Zero Emission Vehicles,PHEVs,Clean Tech Manufacturing,Expansion,Operating,170.556605,2019-02-26,MI,"21500 Mound Road, Warren, MI",2610.0,MI-10,Gary Peters,Democratic,Elissa Slotkin,Democratic,John James,Republican,99.0,26099.0,982200.0,26099982200.0,Census Tract 9822,99.0,26099.0,982200.0,26099982200.0,Census Tract 9822,48091.0,42.456028,-83.043498,True
M.Z.Ford_IL_0,Manufacturing,Ford,Zero Emission Vehicles,PHEVs,Clean Tech Manufacturing,Expansion,Operating,6.439197,2019-06-24,IL,"12600 S Torrence Ave, Chicago, IL 60633",1702.0,IL-02,Tammy Duckworth,Democratic,Dick Durbin,Democratic,Robin Kelly,Democratic,31.0,17031.0,838800.0,17031838800.0,Census Tract 8388,31.0,17031.0,838800.0,17031838800.0,Census Tract 8388,60633.0,41.664022,-87.561718,True
M.Z.Ford_IL_1,Manufacturing,Ford,Zero Emission Vehicles,PHEVs,Clean Tech Manufacturing,Expansion,Operating,28.29404,2019-07-22,IL,"12600 S Torrence Ave, Chicago, IL 60633",1702.0,IL-02,Tammy Duckworth,Democratic,Dick Durbin,Democratic,Robin Kelly,Democratic,31.0,17031.0,838800.0,17031838800.0,Census Tract 8388,31.0,17031.0,838800.0,17031838800.0,Census Tract 8388,60633.0,41.664022,-87.561718,True
M.Z.Ford_TN_0,Manufacturing,Ford,Zero Emission Vehicles,BEVs,Clean Tech Manufacturing,New,Canceled prior to operation,3118.56181,2021-09-27,TN,"4767 Stanton-Somerville Rd, Stanton, TN 38069",4708.0,TN-08,Marsha Blackburn,Republican,Bill Hagerty,Republican,David Kustoff,Republican,75.0,47075.0,930500.0,47075930500.0,Census Tract 9305,75.0,47075.0,930500.0,47075930500.0,Census Tract 9305,38069.0,35.408052,-89.413507,True
M.Z.Ford_MI_0,Manufacturing,Ford,Zero Emission Vehicles,BEVs,Clean Tech Manufacturing,New,Retired,789.157212,2020-09-17,MI,"3001 Miller Rd, Dearborn, MI 48120",2612.0,MI-12,Gary Peters,Democratic,Elissa Slotkin,Democratic,Rashida Tlaib,Democratic,163.0,26163.0,985700.0,26163985700.0,Census Tract 9857,163.0,26163.0,985700.0,26163985700.0,Census Tract 9857,48120.0,42.298855,-83.149457,True
M.Z.Ford_MI_1,Manufacturing,Ford,Zero Emission Vehicles,BEVs,Clean Tech Manufacturing,Expansion,Retired,278.443019,2021-09-16,MI,"3001 Miller Rd, Dearborn, MI 48120",2612.0,MI-12,Gary Peters,Democratic,Elissa Slotkin,Democratic,Rashida Tlaib,Democratic,163.0,26163.0,985700.0,26163985700.0,Census Tract 9857,163.0,26163.0,985700.0,26163985700.0,Census Tract 9857,48120.0,42.298855,-83.149457,True
M.Z.Ford_OH_0,Manufacturing,Ford,Zero Emission Vehicles,EVs,Clean Tech Manufacturing,Expansion,Canceled prior to operation,1586.156511,2022-06-03,OH,"799 Abbe Rd N, Sheffield, OH 44054",3905.0,OH-05,Jon Husted,Republican,Bernie Moreno,Republican,Bob Latta,Republican,93.0,39093.0,28100.0,39093028100.0,Census Tract 281,93.0,39093.0,28100.0,39093028100.0,Census Tract 281,44054.0,41.487468,-82.075311,True
M.Z.Ford_MO_0,Manufacturing,Ford,Zero Emission Vehicles,BEVs,Clean Tech Manufacturing,Expansion,Operating,50.22829,2022-06-07,MO,"8121 US-69, Kansas City, MO 64119",2906.0,MO-06,Josh Hawley,Republican,Eric Schmitt,Republican,Sam Graves,Republican,47.0,29047.0,21808.0,29047021808.0,Census Tract 218.08,47.0,29047.0,21803.0,29047021803.0,Census Tract 218.03,64157.0,39.280504,-94.460455,True
M.Z.GM_MI_0,Manufacturing,General Motors,Zero Emission Vehicles,BEVs,Clean Tech Manufacturing,Expansion,Operating,341.113211,2019-03-22,MI,"4555 Giddings Rd, Lake Orion, MI 48359",2609.0,MI-09,Gary Peters,Democratic,Elissa Slotkin,Democratic,Lisa McClain,Republican,125.0,26125.0,128400.0,26125128400.0,Census Tract 1284,125.0,26125.0,128400.0,26125128400.0,Census Tract 1284,48359.0,42.716196,-83.260625,True
